Price,Size,Bath,Bed,City_Gondomar,City_Guimarães,City_Other,City_Vila Nova de Gaia,City_   Cascais,City_   Lisboa,City_   Sintra,predicted_rent
1700000,80,2,2,0,0,0,1,0,0,0,32.727666705768684
1480000,82,1,2,0,0,1,0,0,0,0,135.47523834790053
570000,58,2,2,0,0,1,0,0,0,0,82.71271161202917
790000,91,2,2,0,0,1,0,0,0,0,147.3505868635391
790000,91,2,2,0,0,1,0,0,0,0,147.3505868635391
2200000,114,2,2,0,0,1,0,0,0,0,192.401227190349
1745000,98,1,1,0,0,1,0,0,0,0,192.07033907815872
1920000,106,2,3,0,0,1,0,0,0,0,151.4759143998507
1100000,50,1,1,0,0,1,0,0,0,0,98.0516114395989
1685000,123,2,3,0,0,1,0,0,0,0,184.77421377184072
1980000,89,1,2,0,0,0,1,0,0,0,56.10934105459009
1800000,53,2,1,0,0,0,1,0,0,0,5.097657259817026
1850000,54,2,1,0,0,0,1,0,0,0,7.056380752287012
1900000,54,2,1,0,0,0,1,0,0,0,7.056380752287012
1600000,70,2,1,0,0,0,1,0,0,0,38.39595663180695
1950000,70,2,1,0,0,0,1,0,0,0,38.39595663180695
1850000,67,2,1,0,0,0,1,0,0,0,32.51978615439698
1270000,71,1,2,1,0,0,0,0,0,0,132.3444428868031
1340000,87,2,2,0,0,1,0,0,0,0,139.5156928936591
1700000,80,2,2,0,0,0,1,0,0,0,32.727666705768684
1480000,82,1,2,0,0,1,0,0,0,0,135.47523834790053
570000,58,2,2,0,0,1,0,0,0,0,82.71271161202917
790000,91,2,2,0,0,1,0,0,0,0,147.3505868635391
790000,91,2,2,0,0,1,0,0,0,0,147.3505868635391
2200000,114,2,2,0,0,1,0,0,0,0,192.401227190349
1745000,98,1,1,0,0,1,0,0,0,0,192.07033907815872
1920000,106,2,3,0,0,1,0,0,0,0,151.4759143998507
1100000,50,1,1,0,0,1,0,0,0,0,98.0516114395989
1685000,123,2,3,0,0,1,0,0,0,0,184.77421377184072
1980000,89,1,2,0,0,0,1,0,0,0,56.10934105459009
1800000,53,2,1,0,0,0,1,0,0,0,5.097657259817026
1850000,54,2,1,0,0,0,1,0,0,0,7.056380752287012
1900000,54,2,1,0,0,0,1,0,0,0,7.056380752287012
1600000,70,2,1,0,0,0,1,0,0,0,38.39595663180695
1950000,70,2,1,0,0,0,1,0,0,0,38.39595663180695
1850000,67,2,1,0,0,0,1,0,0,0,32.51978615439698
1270000,71,1,2,1,0,0,0,0,0,0,132.3444428868031
1340000,87,2,2,0,0,1,0,0,0,0,139.5156928936591
1700000,80,2,2,0,0,0,1,0,0,0,32.727666705768684
1480000,82,1,2,0,0,1,0,0,0,0,135.47523834790053
570000,58,2,2,0,0,1,0,0,0,0,82.71271161202917
790000,91,2,2,0,0,1,0,0,0,0,147.3505868635391
790000,91,2,2,0,0,1,0,0,0,0,147.3505868635391
2200000,114,2,2,0,0,1,0,0,0,0,192.401227190349
1745000,98,1,1,0,0,1,0,0,0,0,192.07033907815872
1920000,106,2,3,0,0,1,0,0,0,0,151.4759143998507
1100000,50,1,1,0,0,1,0,0,0,0,98.0516114395989
1685000,123,2,3,0,0,1,0,0,0,0,184.77421377184072
1980000,89,1,2,0,0,0,1,0,0,0,56.10934105459009
1800000,53,2,1,0,0,0,1,0,0,0,5.097657259817026
1850000,54,2,1,0,0,0,1,0,0,0,7.056380752287012
1900000,54,2,1,0,0,0,1,0,0,0,7.056380752287012
1600000,70,2,1,0,0,0,1,0,0,0,38.39595663180695
1950000,70,2,1,0,0,0,1,0,0,0,38.39595663180695
1850000,67,2,1,0,0,0,1,0,0,0,32.51978615439698
1270000,71,1,2,1,0,0,0,0,0,0,132.3444428868031
1340000,87,2,2,0,0,1,0,0,0,0,139.5156928936591
1700000,80,2,2,0,0,0,1,0,0,0,32.727666705768684
1480000,82,1,2,0,0,1,0,0,0,0,135.47523834790053
570000,58,2,2,0,0,1,0,0,0,0,82.71271161202917
790000,91,2,2,0,0,1,0,0,0,0,147.3505868635391
790000,91,2,2,0,0,1,0,0,0,0,147.3505868635391
2200000,114,2,2,0,0,1,0,0,0,0,192.401227190349
1745000,98,1,1,0,0,1,0,0,0,0,192.07033907815872
1920000,106,2,3,0,0,1,0,0,0,0,151.4759143998507
1100000,50,1,1,0,0,1,0,0,0,0,98.0516114395989
1685000,123,2,3,0,0,1,0,0,0,0,184.77421377184072
1980000,89,1,2,0,0,0,1,0,0,0,56.10934105459009
1800000,53,2,1,0,0,0,1,0,0,0,5.097657259817026
1850000,54,2,1,0,0,0,1,0,0,0,7.056380752287012
1900000,54,2,1,0,0,0,1,0,0,0,7.056380752287012
1600000,70,2,1,0,0,0,1,0,0,0,38.39595663180695
1950000,70,2,1,0,0,0,1,0,0,0,38.39595663180695
1850000,67,2,1,0,0,0,1,0,0,0,32.51978615439698
1270000,71,1,2,1,0,0,0,0,0,0,132.3444428868031
1340000,87,2,2,0,0,1,0,0,0,0,139.5156928936591
1700000,80,2,2,0,0,0,1,0,0,0,32.727666705768684
1480000,82,1,2,0,0,1,0,0,0,0,135.47523834790053
570000,58,2,2,0,0,1,0,0,0,0,82.71271161202917
790000,91,2,2,0,0,1,0,0,0,0,147.3505868635391
790000,91,2,2,0,0,1,0,0,0,0,147.3505868635391
2200000,114,2,2,0,0,1,0,0,0,0,192.401227190349
1745000,98,1,1,0,0,1,0,0,0,0,192.07033907815872
1920000,106,2,3,0,0,1,0,0,0,0,151.4759143998507
1100000,50,1,1,0,0,1,0,0,0,0,98.0516114395989
1685000,123,2,3,0,0,1,0,0,0,0,184.77421377184072
1980000,89,1,2,0,0,0,1,0,0,0,56.10934105459009
1800000,53,2,1,0,0,0,1,0,0,0,5.097657259817026
1850000,54,2,1,0,0,0,1,0,0,0,7.056380752287012
1900000,54,2,1,0,0,0,1,0,0,0,7.056380752287012
1600000,70,2,1,0,0,0,1,0,0,0,38.39595663180695
1950000,70,2,1,0,0,0,1,0,0,0,38.39595663180695
1850000,67,2,1,0,0,0,1,0,0,0,32.51978615439698
1270000,71,1,2,1,0,0,0,0,0,0,132.3444428868031
1340000,87,2,2,0,0,1,0,0,0,0,139.5156928936591
1700000,80,2,2,0,0,0,1,0,0,0,32.727666705768684
1480000,82,1,2,0,0,1,0,0,0,0,135.47523834790053
570000,58,2,2,0,0,1,0,0,0,0,82.71271161202917
790000,91,2,2,0,0,1,0,0,0,0,147.3505868635391
790000,91,2,2,0,0,1,0,0,0,0,147.3505868635391
2200000,114,2,2,0,0,1,0,0,0,0,192.401227190349
1745000,98,1,1,0,0,1,0,0,0,0,192.07033907815872
1920000,106,2,3,0,0,1,0,0,0,0,151.4759143998507
1100000,50,1,1,0,0,1,0,0,0,0,98.0516114395989
1685000,123,2,3,0,0,1,0,0,0,0,184.77421377184072
1980000,89,1,2,0,0,0,1,0,0,0,56.10934105459009
1800000,53,2,1,0,0,0,1,0,0,0,5.097657259817026
1850000,54,2,1,0,0,0,1,0,0,0,7.056380752287012
1900000,54,2,1,0,0,0,1,0,0,0,7.056380752287012
1600000,70,2,1,0,0,0,1,0,0,0,38.39595663180695
1950000,70,2,1,0,0,0,1,0,0,0,38.39595663180695
1850000,67,2,1,0,0,0,1,0,0,0,32.51978615439698
1270000,71,1,2,1,0,0,0,0,0,0,132.3444428868031
1340000,87,2,2,0,0,1,0,0,0,0,139.5156928936591
1700000,80,2,2,0,0,0,1,0,0,0,32.727666705768684
1480000,82,1,2,0,0,1,0,0,0,0,135.47523834790053
570000,58,2,2,0,0,1,0,0,0,0,82.71271161202917
790000,91,2,2,0,0,1,0,0,0,0,147.3505868635391
790000,91,2,2,0,0,1,0,0,0,0,147.3505868635391
2200000,114,2,2,0,0,1,0,0,0,0,192.401227190349
1745000,98,1,1,0,0,1,0,0,0,0,192.07033907815872
1920000,106,2,3,0,0,1,0,0,0,0,151.4759143998507
1100000,50,1,1,0,0,1,0,0,0,0,98.0516114395989
1685000,123,2,3,0,0,1,0,0,0,0,184.77421377184072
1980000,89,1,2,0,0,0,1,0,0,0,56.10934105459009
1800000,53,2,1,0,0,0,1,0,0,0,5.097657259817026
1850000,54,2,1,0,0,0,1,0,0,0,7.056380752287012
1900000,54,2,1,0,0,0,1,0,0,0,7.056380752287012
1600000,70,2,1,0,0,0,1,0,0,0,38.39595663180695
1950000,70,2,1,0,0,0,1,0,0,0,38.39595663180695
1850000,67,2,1,0,0,0,1,0,0,0,32.51978615439698
1270000,71,1,2,1,0,0,0,0,0,0,132.3444428868031
1340000,87,2,2,0,0,1,0,0,0,0,139.5156928936591
1700000,80,2,2,0,0,0,1,0,0,0,32.727666705768684
1480000,82,1,2,0,0,1,0,0,0,0,135.47523834790053
570000,58,2,2,0,0,1,0,0,0,0,82.71271161202917
790000,91,2,2,0,0,1,0,0,0,0,147.3505868635391
790000,91,2,2,0,0,1,0,0,0,0,147.3505868635391
2200000,114,2,2,0,0,1,0,0,0,0,192.401227190349
1745000,98,1,1,0,0,1,0,0,0,0,192.07033907815872
1920000,106,2,3,0,0,1,0,0,0,0,151.4759143998507
1100000,50,1,1,0,0,1,0,0,0,0,98.0516114395989
1685000,123,2,3,0,0,1,0,0,0,0,184.77421377184072
1980000,89,1,2,0,0,0,1,0,0,0,56.10934105459009
1800000,53,2,1,0,0,0,1,0,0,0,5.097657259817026
1850000,54,2,1,0,0,0,1,0,0,0,7.056380752287012
1900000,54,2,1,0,0,0,1,0,0,0,7.056380752287012
1600000,70,2,1,0,0,0,1,0,0,0,38.39595663180695
1950000,70,2,1,0,0,0,1,0,0,0,38.39595663180695
1850000,67,2,1,0,0,0,1,0,0,0,32.51978615439698
1270000,71,1,2,1,0,0,0,0,0,0,132.3444428868031
1340000,87,2,2,0,0,1,0,0,0,0,139.5156928936591
1700000,80,2,2,0,0,0,1,0,0,0,32.727666705768684
1480000,82,1,2,0,0,1,0,0,0,0,135.47523834790053
570000,58,2,2,0,0,1,0,0,0,0,82.71271161202917
790000,91,2,2,0,0,1,0,0,0,0,147.3505868635391
790000,91,2,2,0,0,1,0,0,0,0,147.3505868635391
2200000,114,2,2,0,0,1,0,0,0,0,192.401227190349
1745000,98,1,1,0,0,1,0,0,0,0,192.07033907815872
1920000,106,2,3,0,0,1,0,0,0,0,151.4759143998507
1100000,50,1,1,0,0,1,0,0,0,0,98.0516114395989
1685000,123,2,3,0,0,1,0,0,0,0,184.77421377184072
1980000,89,1,2,0,0,0,1,0,0,0,56.10934105459009
1800000,53,2,1,0,0,0,1,0,0,0,5.097657259817026
1850000,54,2,1,0,0,0,1,0,0,0,7.056380752287012
1900000,54,2,1,0,0,0,1,0,0,0,7.056380752287012
1600000,70,2,1,0,0,0,1,0,0,0,38.39595663180695
1950000,70,2,1,0,0,0,1,0,0,0,38.39595663180695
1850000,67,2,1,0,0,0,1,0,0,0,32.51978615439698
1270000,71,1,2,1,0,0,0,0,0,0,132.3444428868031
1340000,87,2,2,0,0,1,0,0,0,0,139.5156928936591
1700000,80,2,2,0,0,0,1,0,0,0,32.727666705768684
1480000,82,1,2,0,0,1,0,0,0,0,135.47523834790053
570000,58,2,2,0,0,1,0,0,0,0,82.71271161202917
790000,91,2,2,0,0,1,0,0,0,0,147.3505868635391
790000,91,2,2,0,0,1,0,0,0,0,147.3505868635391
2200000,114,2,2,0,0,1,0,0,0,0,192.401227190349
1745000,98,1,1,0,0,1,0,0,0,0,192.07033907815872
1920000,106,2,3,0,0,1,0,0,0,0,151.4759143998507
1100000,50,1,1,0,0,1,0,0,0,0,98.0516114395989
1685000,123,2,3,0,0,1,0,0,0,0,184.77421377184072
1980000,89,1,2,0,0,0,1,0,0,0,56.10934105459009
1800000,53,2,1,0,0,0,1,0,0,0,5.097657259817026
1850000,54,2,1,0,0,0,1,0,0,0,7.056380752287012
1900000,54,2,1,0,0,0,1,0,0,0,7.056380752287012
1600000,70,2,1,0,0,0,1,0,0,0,38.39595663180695
1950000,70,2,1,0,0,0,1,0,0,0,38.39595663180695
1850000,67,2,1,0,0,0,1,0,0,0,32.51978615439698
1270000,71,1,2,1,0,0,0,0,0,0,132.3444428868031
1340000,87,2,2,0,0,1,0,0,0,0,139.5156928936591
1700000,80,2,2,0,0,0,1,0,0,0,32.727666705768684
1480000,82,1,2,0,0,1,0,0,0,0,135.47523834790053
570000,58,2,2,0,0,1,0,0,0,0,82.71271161202917
790000,91,2,2,0,0,1,0,0,0,0,147.3505868635391
790000,91,2,2,0,0,1,0,0,0,0,147.3505868635391
2200000,114,2,2,0,0,1,0,0,0,0,192.401227190349
1745000,98,1,1,0,0,1,0,0,0,0,192.07033907815872
1920000,106,2,3,0,0,1,0,0,0,0,151.4759143998507
1100000,50,1,1,0,0,1,0,0,0,0,98.0516114395989
1685000,123,2,3,0,0,1,0,0,0,0,184.77421377184072
1980000,89,1,2,0,0,0,1,0,0,0,56.10934105459009
1800000,53,2,1,0,0,0,1,0,0,0,5.097657259817026
1850000,54,2,1,0,0,0,1,0,0,0,7.056380752287012
1900000,54,2,1,0,0,0,1,0,0,0,7.056380752287012
1600000,70,2,1,0,0,0,1,0,0,0,38.39595663180695
1950000,70,2,1,0,0,0,1,0,0,0,38.39595663180695
1850000,67,2,1,0,0,0,1,0,0,0,32.51978615439698
1270000,71,1,2,1,0,0,0,0,0,0,132.3444428868031
1340000,87,2,2,0,0,1,0,0,0,0,139.5156928936591
1700000,80,2,2,0,0,0,1,0,0,0,32.727666705768684
1480000,82,1,2,0,0,1,0,0,0,0,135.47523834790053
570000,58,2,2,0,0,1,0,0,0,0,82.71271161202917
790000,91,2,2,0,0,1,0,0,0,0,147.3505868635391
790000,91,2,2,0,0,1,0,0,0,0,147.3505868635391
2200000,114,2,2,0,0,1,0,0,0,0,192.401227190349
1745000,98,1,1,0,0,1,0,0,0,0,192.07033907815872
1920000,106,2,3,0,0,1,0,0,0,0,151.4759143998507
1100000,50,1,1,0,0,1,0,0,0,0,98.0516114395989
1685000,123,2,3,0,0,1,0,0,0,0,184.77421377184072
1980000,89,1,2,0,0,0,1,0,0,0,56.10934105459009
1800000,53,2,1,0,0,0,1,0,0,0,5.097657259817026
1850000,54,2,1,0,0,0,1,0,0,0,7.056380752287012
1900000,54,2,1,0,0,0,1,0,0,0,7.056380752287012
1600000,70,2,1,0,0,0,1,0,0,0,38.39595663180695
1950000,70,2,1,0,0,0,1,0,0,0,38.39595663180695
1850000,67,2,1,0,0,0,1,0,0,0,32.51978615439698
1270000,71,1,2,1,0,0,0,0,0,0,132.3444428868031
1340000,87,2,2,0,0,1,0,0,0,0,139.5156928936591
1700000,80,2,2,0,0,0,1,0,0,0,32.727666705768684
1480000,82,1,2,0,0,1,0,0,0,0,135.47523834790053
570000,58,2,2,0,0,1,0,0,0,0,82.71271161202917
790000,91,2,2,0,0,1,0,0,0,0,147.3505868635391
790000,91,2,2,0,0,1,0,0,0,0,147.3505868635391
2200000,114,2,2,0,0,1,0,0,0,0,192.401227190349
1745000,98,1,1,0,0,1,0,0,0,0,192.07033907815872
1920000,106,2,3,0,0,1,0,0,0,0,151.4759143998507
1100000,50,1,1,0,0,1,0,0,0,0,98.0516114395989
1685000,123,2,3,0,0,1,0,0,0,0,184.77421377184072
1980000,89,1,2,0,0,0,1,0,0,0,56.10934105459009
1800000,53,2,1,0,0,0,1,0,0,0,5.097657259817026
1850000,54,2,1,0,0,0,1,0,0,0,7.056380752287012
1900000,54,2,1,0,0,0,1,0,0,0,7.056380752287012
1600000,70,2,1,0,0,0,1,0,0,0,38.39595663180695
1950000,70,2,1,0,0,0,1,0,0,0,38.39595663180695
1850000,67,2,1,0,0,0,1,0,0,0,32.51978615439698
1270000,71,1,2,1,0,0,0,0,0,0,132.3444428868031
1340000,87,2,2,0,0,1,0,0,0,0,139.5156928936591
1700000,80,2,2,0,0,0,1,0,0,0,32.727666705768684
1480000,82,1,2,0,0,1,0,0,0,0,135.47523834790053
570000,58,2,2,0,0,1,0,0,0,0,82.71271161202917
790000,91,2,2,0,0,1,0,0,0,0,147.3505868635391
790000,91,2,2,0,0,1,0,0,0,0,147.3505868635391
2200000,114,2,2,0,0,1,0,0,0,0,192.401227190349
1745000,98,1,1,0,0,1,0,0,0,0,192.07033907815872
1920000,106,2,3,0,0,1,0,0,0,0,151.4759143998507
1100000,50,1,1,0,0,1,0,0,0,0,98.0516114395989
1685000,123,2,3,0,0,1,0,0,0,0,184.77421377184072
1980000,89,1,2,0,0,0,1,0,0,0,56.10934105459009
1800000,53,2,1,0,0,0,1,0,0,0,5.097657259817026
1850000,54,2,1,0,0,0,1,0,0,0,7.056380752287012
1900000,54,2,1,0,0,0,1,0,0,0,7.056380752287012
1600000,70,2,1,0,0,0,1,0,0,0,38.39595663180695
1950000,70,2,1,0,0,0,1,0,0,0,38.39595663180695
1850000,67,2,1,0,0,0,1,0,0,0,32.51978615439698
1270000,71,1,2,1,0,0,0,0,0,0,132.3444428868031
1340000,87,2,2,0,0,1,0,0,0,0,139.5156928936591
1700000,80,2,2,0,0,0,1,0,0,0,32.727666705768684
1480000,82,1,2,0,0,1,0,0,0,0,135.47523834790053
570000,58,2,2,0,0,1,0,0,0,0,82.71271161202917
790000,91,2,2,0,0,1,0,0,0,0,147.3505868635391
790000,91,2,2,0,0,1,0,0,0,0,147.3505868635391
2200000,114,2,2,0,0,1,0,0,0,0,192.401227190349
1745000,98,1,1,0,0,1,0,0,0,0,192.07033907815872
1920000,106,2,3,0,0,1,0,0,0,0,151.4759143998507
1100000,50,1,1,0,0,1,0,0,0,0,98.0516114395989
1685000,123,2,3,0,0,1,0,0,0,0,184.77421377184072
1980000,89,1,2,0,0,0,1,0,0,0,56.10934105459009
1800000,53,2,1,0,0,0,1,0,0,0,5.097657259817026
1850000,54,2,1,0,0,0,1,0,0,0,7.056380752287012
1900000,54,2,1,0,0,0,1,0,0,0,7.056380752287012
1600000,70,2,1,0,0,0,1,0,0,0,38.39595663180695
1950000,70,2,1,0,0,0,1,0,0,0,38.39595663180695
1850000,67,2,1,0,0,0,1,0,0,0,32.51978615439698
1270000,71,1,2,1,0,0,0,0,0,0,132.3444428868031
1340000,87,2,2,0,0,1,0,0,0,0,139.5156928936591
1700000,80,2,2,0,0,0,1,0,0,0,32.727666705768684
3390000,153,3,4,0,0,0,1,0,0,0,119.45026903801045
4900000,165,3,4,0,0,1,0,0,0,0,236.03191268825083
3450000,155,3,3,0,0,0,1,0,0,0,148.6232408736887
3750000,129,3,3,0,0,1,0,0,0,0,190.7733918100692
2700000,77,3,2,0,0,0,1,0,0,0,21.09833331176722
2750000,80,3,2,0,0,0,1,0,0,0,26.97450378917722
2550000,88,3,2,0,0,0,1,0,0,0,42.64429172893719
2650000,94,3,2,0,0,0,1,0,0,0,54.39663268375716
3900000,125,3,3,0,0,0,1,0,0,0,89.86153609958876
3750000,108,2,3,0,0,1,0,0,0,0,155.3933613847907
2950000,63,1,2,0,0,1,0,0,0,0,98.25949199097059
3130000,119,2,2,0,0,1,0,0,0,0,202.19484465269898
2550000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
2550000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
2600000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
2600000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
2575000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
2575000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
3390000,153,3,4,0,0,0,1,0,0,0,119.45026903801045
4900000,165,3,4,0,0,1,0,0,0,0,236.03191268825083
3450000,155,3,3,0,0,0,1,0,0,0,148.6232408736887
3750000,129,3,3,0,0,1,0,0,0,0,190.7733918100692
2700000,77,3,2,0,0,0,1,0,0,0,21.09833331176722
2750000,80,3,2,0,0,0,1,0,0,0,26.97450378917722
2550000,88,3,2,0,0,0,1,0,0,0,42.64429172893719
2650000,94,3,2,0,0,0,1,0,0,0,54.39663268375716
3900000,125,3,3,0,0,0,1,0,0,0,89.86153609958876
3750000,108,2,3,0,0,1,0,0,0,0,155.3933613847907
2950000,63,1,2,0,0,1,0,0,0,0,98.25949199097059
3130000,119,2,2,0,0,1,0,0,0,0,202.19484465269898
2550000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
2550000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
2600000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
2600000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
2575000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
2575000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
3390000,153,3,4,0,0,0,1,0,0,0,119.45026903801045
4900000,165,3,4,0,0,1,0,0,0,0,236.03191268825083
3450000,155,3,3,0,0,0,1,0,0,0,148.6232408736887
3750000,129,3,3,0,0,1,0,0,0,0,190.7733918100692
2700000,77,3,2,0,0,0,1,0,0,0,21.09833331176722
2750000,80,3,2,0,0,0,1,0,0,0,26.97450378917722
2550000,88,3,2,0,0,0,1,0,0,0,42.64429172893719
2650000,94,3,2,0,0,0,1,0,0,0,54.39663268375716
3900000,125,3,3,0,0,0,1,0,0,0,89.86153609958876
3750000,108,2,3,0,0,1,0,0,0,0,155.3933613847907
2950000,63,1,2,0,0,1,0,0,0,0,98.25949199097059
3130000,119,2,2,0,0,1,0,0,0,0,202.19484465269898
2550000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
2550000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
2600000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
2600000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
2575000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
2575000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
3390000,153,3,4,0,0,0,1,0,0,0,119.45026903801045
4900000,165,3,4,0,0,1,0,0,0,0,236.03191268825083
3450000,155,3,3,0,0,0,1,0,0,0,148.6232408736887
3750000,129,3,3,0,0,1,0,0,0,0,190.7733918100692
2700000,77,3,2,0,0,0,1,0,0,0,21.09833331176722
2750000,80,3,2,0,0,0,1,0,0,0,26.97450378917722
2550000,88,3,2,0,0,0,1,0,0,0,42.64429172893719
2650000,94,3,2,0,0,0,1,0,0,0,54.39663268375716
3900000,125,3,3,0,0,0,1,0,0,0,89.86153609958876
3750000,108,2,3,0,0,1,0,0,0,0,155.3933613847907
2950000,63,1,2,0,0,1,0,0,0,0,98.25949199097059
3130000,119,2,2,0,0,1,0,0,0,0,202.19484465269898
2550000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
2550000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
2600000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
2600000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
2575000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
2575000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
3390000,153,3,4,0,0,0,1,0,0,0,119.45026903801045
4900000,165,3,4,0,0,1,0,0,0,0,236.03191268825083
3450000,155,3,3,0,0,0,1,0,0,0,148.6232408736887
3750000,129,3,3,0,0,1,0,0,0,0,190.7733918100692
2700000,77,3,2,0,0,0,1,0,0,0,21.09833331176722
2750000,80,3,2,0,0,0,1,0,0,0,26.97450378917722
2550000,88,3,2,0,0,0,1,0,0,0,42.64429172893719
2650000,94,3,2,0,0,0,1,0,0,0,54.39663268375716
3900000,125,3,3,0,0,0,1,0,0,0,89.86153609958876
3750000,108,2,3,0,0,1,0,0,0,0,155.3933613847907
2950000,63,1,2,0,0,1,0,0,0,0,98.25949199097059
3130000,119,2,2,0,0,1,0,0,0,0,202.19484465269898
2550000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
2550000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
2600000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
2600000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
2575000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
2575000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
3390000,153,3,4,0,0,0,1,0,0,0,119.45026903801045
4900000,165,3,4,0,0,1,0,0,0,0,236.03191268825083
3450000,155,3,3,0,0,0,1,0,0,0,148.6232408736887
3750000,129,3,3,0,0,1,0,0,0,0,190.7733918100692
2700000,77,3,2,0,0,0,1,0,0,0,21.09833331176722
2750000,80,3,2,0,0,0,1,0,0,0,26.97450378917722
2550000,88,3,2,0,0,0,1,0,0,0,42.64429172893719
2650000,94,3,2,0,0,0,1,0,0,0,54.39663268375716
3900000,125,3,3,0,0,0,1,0,0,0,89.86153609958876
3750000,108,2,3,0,0,1,0,0,0,0,155.3933613847907
2950000,63,1,2,0,0,1,0,0,0,0,98.25949199097059
3130000,119,2,2,0,0,1,0,0,0,0,202.19484465269898
2550000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
2550000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
2600000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
2600000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
2575000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
2575000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
3390000,153,3,4,0,0,0,1,0,0,0,119.45026903801045
4900000,165,3,4,0,0,1,0,0,0,0,236.03191268825083
3450000,155,3,3,0,0,0,1,0,0,0,148.6232408736887
3750000,129,3,3,0,0,1,0,0,0,0,190.7733918100692
2700000,77,3,2,0,0,0,1,0,0,0,21.09833331176722
2750000,80,3,2,0,0,0,1,0,0,0,26.97450378917722
2550000,88,3,2,0,0,0,1,0,0,0,42.64429172893719
2650000,94,3,2,0,0,0,1,0,0,0,54.39663268375716
3900000,125,3,3,0,0,0,1,0,0,0,89.86153609958876
3750000,108,2,3,0,0,1,0,0,0,0,155.3933613847907
2950000,63,1,2,0,0,1,0,0,0,0,98.25949199097059
3130000,119,2,2,0,0,1,0,0,0,0,202.19484465269898
2550000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
2550000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
2600000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
2600000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
2575000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
2575000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
3390000,153,3,4,0,0,0,1,0,0,0,119.45026903801045
4900000,165,3,4,0,0,1,0,0,0,0,236.03191268825083
3450000,155,3,3,0,0,0,1,0,0,0,148.6232408736887
3750000,129,3,3,0,0,1,0,0,0,0,190.7733918100692
2700000,77,3,2,0,0,0,1,0,0,0,21.09833331176722
2750000,80,3,2,0,0,0,1,0,0,0,26.97450378917722
2550000,88,3,2,0,0,0,1,0,0,0,42.64429172893719
2650000,94,3,2,0,0,0,1,0,0,0,54.39663268375716
3900000,125,3,3,0,0,0,1,0,0,0,89.86153609958876
3750000,108,2,3,0,0,1,0,0,0,0,155.3933613847907
2950000,63,1,2,0,0,1,0,0,0,0,98.25949199097059
3130000,119,2,2,0,0,1,0,0,0,0,202.19484465269898
2550000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
2550000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
2600000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
2600000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
2575000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
2575000,130,3,3,1,0,0,0,0,0,0,211.14727825861178
3390000,153,3,4,0,0,0,1,0,0,0,119.45026903801045
4900000,165,3,4,0,0,1,0,0,0,0,236.03191268825083
3450000,155,3,3,0,0,0,1,0,0,0,148.6232408736887
3750000,129,3,3,0,0,1,0,0,0,0,190.7733918100692
2700000,77,3,2,0,0,0,1,0,0,0,21.09833331176722
2750000,80,3,2,0,0,0,1,0,0,0,26.97450378917722
