Size,Bath,Bed,City_Gondomar,City_Guimarães,City_Other,City_Vila Nova de Gaia,City_   Cascais,City_   Lisboa,City_   Sintra,good_prop
77,3,2,0,0,0,1,0,0,0,0
80,3,2,0,0,0,1,0,0,0,0
88,3,2,0,0,0,1,0,0,0,0
94,3,2,0,0,0,1,0,0,0,0
125,3,3,0,0,0,1,0,0,0,0
108,2,3,0,0,1,0,0,0,0,0
63,1,2,0,0,1,0,0,0,0,0
119,2,2,0,0,1,0,0,0,0,1
130,3,3,1,0,0,0,0,0,0,1
130,3,3,1,0,0,0,0,0,0,1
130,3,3,1,0,0,0,0,0,0,1
130,3,3,1,0,0,0,0,0,0,1
130,3,3,1,0,0,0,0,0,0,1
130,3,3,1,0,0,0,0,0,0,1
153,3,4,0,0,0,1,0,0,0,0
165,3,4,0,0,1,0,0,0,0,0
155,3,3,0,0,0,1,0,0,0,0
129,3,3,0,0,1,0,0,0,0,0
77,3,2,0,0,0,1,0,0,0,0
80,3,2,0,0,0,1,0,0,0,0
88,3,2,0,0,0,1,0,0,0,0
94,3,2,0,0,0,1,0,0,0,0
125,3,3,0,0,0,1,0,0,0,0
108,2,3,0,0,1,0,0,0,0,0
63,1,2,0,0,1,0,0,0,0,0
119,2,2,0,0,1,0,0,0,0,1
130,3,3,1,0,0,0,0,0,0,1
130,3,3,1,0,0,0,0,0,0,1
130,3,3,1,0,0,0,0,0,0,1
130,3,3,1,0,0,0,0,0,0,1
130,3,3,1,0,0,0,0,0,0,1
130,3,3,1,0,0,0,0,0,0,1
149,3,3,0,0,1,0,0,0,0,0
140,4,3,0,0,0,1,0,0,0,0
155,3,3,0,0,1,0,0,0,0,0
180,3,3,0,0,1,0,0,0,0,0
145,3,3,0,0,1,0,0,0,0,0
147,3,3,0,0,1,0,0,0,0,0
145,3,3,0,0,1,0,0,0,0,0
116,3,2,0,0,1,0,0,0,0,0
102,3,2,0,0,1,0,0,0,0,0
149,3,3,0,0,1,0,0,0,0,0
140,4,3,0,0,0,1,0,0,0,0
155,3,3,0,0,1,0,0,0,0,0
180,3,3,0,0,1,0,0,0,0,0
145,3,3,0,0,1,0,0,0,0,0
147,3,3,0,0,1,0,0,0,0,0
145,3,3,0,0,1,0,0,0,0,0
116,3,2,0,0,1,0,0,0,0,0
102,3,2,0,0,1,0,0,0,0,0
149,3,3,0,0,1,0,0,0,0,0
140,4,3,0,0,0,1,0,0,0,0
155,3,3,0,0,1,0,0,0,0,0
180,3,3,0,0,1,0,0,0,0,0
145,3,3,0,0,1,0,0,0,0,0
147,3,3,0,0,1,0,0,0,0,0
145,3,3,0,0,1,0,0,0,0,0
116,3,2,0,0,1,0,0,0,0,0
102,3,2,0,0,1,0,0,0,0,0
149,3,3,0,0,1,0,0,0,0,0
140,4,3,0,0,0,1,0,0,0,0
155,3,3,0,0,1,0,0,0,0,0
180,3,3,0,0,1,0,0,0,0,0
145,3,3,0,0,1,0,0,0,0,0
147,3,3,0,0,1,0,0,0,0,0
145,3,3,0,0,1,0,0,0,0,0
116,3,2,0,0,1,0,0,0,0,0
102,3,2,0,0,1,0,0,0,0,0
149,3,3,0,0,1,0,0,0,0,0
140,4,3,0,0,0,1,0,0,0,0
155,3,3,0,0,1,0,0,0,0,0
180,3,3,0,0,1,0,0,0,0,0
145,3,3,0,0,1,0,0,0,0,0
147,3,3,0,0,1,0,0,0,0,0
145,3,3,0,0,1,0,0,0,0,0
116,3,2,0,0,1,0,0,0,0,0
102,3,2,0,0,1,0,0,0,0,0
149,3,3,0,0,1,0,0,0,0,0
140,4,3,0,0,0,1,0,0,0,0
155,3,3,0,0,1,0,0,0,0,0
180,3,3,0,0,1,0,0,0,0,0
145,3,3,0,0,1,0,0,0,0,0
147,3,3,0,0,1,0,0,0,0,0
145,3,3,0,0,1,0,0,0,0,0
116,3,2,0,0,1,0,0,0,0,0
102,3,2,0,0,1,0,0,0,0,0
149,3,3,0,0,1,0,0,0,0,0
140,4,3,0,0,0,1,0,0,0,0
155,3,3,0,0,1,0,0,0,0,0
180,3,3,0,0,1,0,0,0,0,0
145,3,3,0,0,1,0,0,0,0,0
147,3,3,0,0,1,0,0,0,0,0
145,3,3,0,0,1,0,0,0,0,0
116,3,2,0,0,1,0,0,0,0,0
102,3,2,0,0,1,0,0,0,0,0
149,3,3,0,0,1,0,0,0,0,0
140,4,3,0,0,0,1,0,0,0,0
155,3,3,0,0,1,0,0,0,0,0
180,3,3,0,0,1,0,0,0,0,0
145,3,3,0,0,1,0,0,0,0,0
147,3,3,0,0,1,0,0,0,0,0
145,3,3,0,0,1,0,0,0,0,0
116,3,2,0,0,1,0,0,0,0,0
102,3,2,0,0,1,0,0,0,0,0
149,3,3,0,0,1,0,0,0,0,0
140,4,3,0,0,0,1,0,0,0,0
155,3,3,0,0,1,0,0,0,0,0
180,3,3,0,0,1,0,0,0,0,0
145,3,3,0,0,1,0,0,0,0,0
147,3,3,0,0,1,0,0,0,0,0
145,3,3,0,0,1,0,0,0,0,0
116,3,2,0,0,1,0,0,0,0,0
102,3,2,0,0,1,0,0,0,0,0
149,3,3,0,0,1,0,0,0,0,0
140,4,3,0,0,0,1,0,0,0,0
155,3,3,0,0,1,0,0,0,0,0
180,3,3,0,0,1,0,0,0,0,0
145,3,3,0,0,1,0,0,0,0,0
147,3,3,0,0,1,0,0,0,0,0
145,3,3,0,0,1,0,0,0,0,0
116,3,2,0,0,1,0,0,0,0,0
102,3,2,0,0,1,0,0,0,0,0
149,3,3,0,0,1,0,0,0,0,0
140,4,3,0,0,0,1,0,0,0,0
155,3,3,0,0,1,0,0,0,0,0
180,3,3,0,0,1,0,0,0,0,0
145,3,3,0,0,1,0,0,0,0,0
147,3,3,0,0,1,0,0,0,0,0
145,3,3,0,0,1,0,0,0,0,0
116,3,2,0,0,1,0,0,0,0,0
102,3,2,0,0,1,0,0,0,0,0
149,3,3,0,0,1,0,0,0,0,0
140,4,3,0,0,0,1,0,0,0,0
155,3,3,0,0,1,0,0,0,0,0
180,3,3,0,0,1,0,0,0,0,0
145,3,3,0,0,1,0,0,0,0,0
147,3,3,0,0,1,0,0,0,0,0
145,3,3,0,0,1,0,0,0,0,0
116,3,2,0,0,1,0,0,0,0,0
102,3,2,0,0,1,0,0,0,0,0
149,3,3,0,0,1,0,0,0,0,0
140,4,3,0,0,0,1,0,0,0,0
155,3,3,0,0,1,0,0,0,0,0
180,3,3,0,0,1,0,0,0,0,0
145,3,3,0,0,1,0,0,0,0,0
147,3,3,0,0,1,0,0,0,0,0
145,3,3,0,0,1,0,0,0,0,0
116,3,2,0,0,1,0,0,0,0,0
102,3,2,0,0,1,0,0,0,0,0
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
95,2,3,0,1,0,0,0,0,0,1
156,2,3,0,0,1,0,0,0,0,1
136,3,3,0,0,1,0,0,0,0,1
202,4,3,0,1,0,0,0,0,0,0
81,1,2,0,0,1,0,0,0,0,1
183,3,4,0,0,1,0,0,0,0,1
200,4,3,0,1,0,0,0,0,0,1
198,1,4,0,0,1,0,0,0,0,1
208,3,3,0,0,1,0,0,0,0,1
120,3,3,0,1,0,0,0,0,0,1
